//skill_tree.txt
// JobNo,Skill-ID,MaxLv,PreSkill-ID-1,PreSkill-Lv-1,計6個まで繰り返し,BaseLv,JobLv,Class,Upper

// ナイト/ロードナイト
7,397,5,55,10,58,5,63,1,0,0,0,0,0,0,0,0,2,1	//LK_SPIRALPIERCE#スパイラルピアース#

// ローグ/チェイサー
16,390,5,215,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1	//ST_REJECTSWORD#リジェクトソード#

// ガンスリンガー
24,502,1,500,1,511,10,0,0,0,0,0,0,0,0,0,0,1,0	//GS_TRIPLEACTION#トリプルアクション#
24,503,1,500,5,512,10,0,0,0,0,0,0,0,0,0,0,1,0	//GS_BULLSEYE#ブルズアイ#
24,504,1,500,4,517,10,0,0,0,0,0,0,0,0,0,0,1,0	//GS_MADNESSCANCEL#マッドネスキャンセラー#
24,505,1,500,4,513,5,0,0,0,0,0,0,0,0,0,0,1,0	//GS_ADJUSTMENT#アドジャストメント#
24,506,1,500,2,510,10,0,0,0,0,0,0,0,0,0,0,1,0	//GS_INCREASING#インクリージングアキュラシー#
24,517,10,515,7,516,5,0,0,0,0,0,0,0,0,0,0,1,0	//GS_GATLINGFEVER#ガトリングフィーバー#
24,520,10,519,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0	//GS_SPREADATTACK#スプレッドアタック#

// ルーンナイト
29,397,5,55,10,58,5,63,1,0,0,0,0,0,0,0,0,2,1	//LK_SPIRALPIERCE#スパイラルピアース#

// シャドウチェイサー
41,390,5,215,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1	//ST_REJECTSWORD#リジェクトソード#

// リベリオン
45,502,1,500,1,511,10,0,0,0,0,0,0,0,0,0,0,1,0	//GS_TRIPLEACTION#トリプルアクション#
45,503,1,500,5,512,10,0,0,0,0,0,0,0,0,0,0,1,0	//GS_BULLSEYE#ブルズアイ#
45,504,1,500,4,517,10,0,0,0,0,0,0,0,0,0,0,1,0	//GS_MADNESSCANCEL#マッドネスキャンセラー#
45,505,1,500,4,513,5,0,0,0,0,0,0,0,0,0,0,1,0	//GS_ADJUSTMENT#アドジャストメント#
45,506,1,500,2,510,10,0,0,0,0,0,0,0,0,0,0,1,0	//GS_INCREASING#インクリージングアキュラシー#
45,517,10,515,7,516,5,0,0,0,0,0,0,0,0,0,0,1,0	//GS_GATLINGFEVER#ガトリングフィーバー#
45,520,10,519,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0	//GS_SPREADATTACK#スプレッドアタック#

// ドラゴンナイト
49,397,5,55,10,58,5,63,1,0,0,0,0,0,0,0,0,2,1	//LK_SPIRALPIERCE#スパイラルピアース#

// アビスチェイサー
57,390,5,215,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1	//ST_REJECTSWORD#リジェクトソード#
