// ID,Upper,Zone,Dropable,Storageable,Cartable,Delay,Buyingable

506,0,16,0,0,0,0,1	//緑ポーション
507,0,0,0,0,0,0,1	//赤ハーブ
508,0,0,0,0,0,0,1	//黄ハーブ
509,0,0,0,0,0,0,1	//白ハーブ
510,0,0,0,0,0,0,1	//青ハーブ
511,0,0,0,0,0,0,1	//緑ハーブ
512,0,0,0,0,0,0,1	//リンゴ
513,0,0,0,0,0,0,1	//バナナ
514,0,0,0,0,0,0,1	//ブドウ
515,0,0,0,0,0,0,1	//ニンジン
516,0,0,0,0,0,0,1	//いも
517,0,0,0,0,0,0,1	//にく
518,0,0,0,0,0,0,1	//ハチ蜜
519,0,0,0,0,0,0,1	//ミルク
520,0,0,0,0,0,0,1	//ヒナレの葉
521,0,0,0,0,0,0,1	//アロエの葉
522,0,0,0,0,0,0,1	//マステラの実
523,0,0,0,0,0,0,1	//聖水
525,0,16,0,0,0,0,1	//万能薬
526,0,0,0,0,0,0,1	//ローヤルゼリー
528,0,0,0,0,0,0,1	//化け物のエサ
529,0,0,0,0,0,0,1	//キャンディ
530,0,0,0,0,0,0,1	//スティックキャンディ
531,0,0,0,0,0,0,1	//リンゴジュース
532,0,0,0,0,0,0,1	//バナナジュース
533,0,0,0,0,0,0,1	//ブドウジュース
534,0,0,0,0,0,0,1	//ニンジンジュース
535,0,0,0,0,0,0,1	//カボチャ
536,0,0,0,0,0,0,1	//アイスクリーム
537,0,0,0,0,0,0,1	//ペットフード
538,0,0,0,0,0,0,1	//よく焼いたクッキー
539,0,0,0,0,0,0,1	//ひとくちケーキ
544,0,0,0,0,0,0,1	//おさしみ
548,0,0,0,0,0,0,1	//チーズ
549,0,0,0,0,0,0,1	//おいしい焼きいも
550,0,0,0,0,0,0,1	//お米のお菓子
551,0,0,0,0,0,0,1	//お寿司
553,0,0,0,0,0,0,1	//小包子
564,0,0,0,0,0,0,1	//おにぎり
566,0,0,0,0,0,0,1	//トムヤンクン
567,0,0,0,0,0,0,1	//エビ
568,0,0,0,0,0,0,1	//レモン
569,0,0,0,0,0,0,1	//初心者用ポーション
570,0,0,0,0,0,0,1	//幸運のキャンディ
571,0,0,0,0,0,0,1	//幸運のスティックキャンディ
572,0,0,0,0,0,0,1	//幸運のクッキー
574,0,0,0,0,0,0,1	//卵
576,0,0,0,0,0,0,1	//トゲの実
577,0,0,0,0,0,0,1	//穀物
578,0,0,0,0,0,0,1	//イチゴ
579,0,0,0,0,0,0,1	//おいしい魚
580,0,0,0,0,0,0,1	//パン
581,0,0,0,0,0,0,1	//食用キノコ
582,0,0,0,0,0,0,1	//オレンジ
584,0,0,0,0,0,0,1	//おでん
587,0,0,0,0,0,0,1	//赤いトゲの実
591,0,0,0,0,0,0,1	//キャビアパンケーキ
592,0,0,0,0,0,0,1	//ジャムパンケーキ
593,0,0,0,0,0,0,1	//ハニーパンケーキ
594,0,0,0,0,0,0,1	//クリームパンケーキ
595,0,0,0,0,0,0,1	//マッシュルームパンケーキ
601,0,44,0,0,0,0,1	//ハエの羽
602,0,64,0,0,0,0,1	//蝶の羽
