//ホムンクルス成長データ
//Class,MinHP,MaxHP,MinSP,MaxSP,MinStr,MaxStr,MinAgi,MaxAgi,MinVit,MaxVit,MinInt,MaxInt,MinDex,MaxDex,MinLuk,MaxLuk,EvoMinHP,EvoMaxHP,EvoMinSP,EvoMaxSP,EvoMinStr,EvoMaxStr,EvoMinAgi,EvoMaxAgi,EvoMinVit,EvoMaxVit,EvoMinInt,EvoMaxInt,EvoMinDex,EvoMaxDex,EvoMinLuk,EvoMaxLuk
6001,60,100,4,9,5,19,5,19,5,19,4,20,6,20,6,20,800,2400,220,480,10,30,10,30,20,40,30,50,20,40,10,20	//LIF#リーフ#
6002,80,130,1,4,8,20,4,20,4,20,1,10,3,19,3,19,1600,3600,120,360,20,50,10,30,20,50,20,50,10,30,10,30	//AMISTR#アミストル#
6003,45,75,3,6,4,20,8,20,1,10,3,19,4,20,3,19,1200,3200,200,400,10,30,20,50,10,30,10,30,20,50,10,20	//FILIR#フィーリル#
6004,30,150,0,7,1,30,1,30,1,30,1,30,1,30,1,30,1200,4800,480,640,10,30,10,30,10,30,20,50,10,50,10,100	//VANILMIRTH#バニルミルト#

6005,60,100,4,9,5,19,5,19,5,19,4,20,6,20,6,20,800,2400,220,480,10,30,10,30,20,40,30,50,20,40,10,20	//LIF2#リーフ亜種#
6006,80,130,1,4,8,20,4,20,4,20,1,10,3,19,3,19,1600,3600,120,360,20,50,10,30,20,50,20,50,10,30,10,30	//AMISTR2#アミストル亜種#
6007,45,75,3,6,4,20,8,20,1,10,3,19,4,20,3,19,1200,3200,200,400,10,30,20,50,10,30,10,30,20,50,10,20	//FILIR2#フィーリル亜種#
6008,30,150,0,7,1,30,1,30,1,30,1,30,1,30,1,30,1200,4800,480,640,10,30,10,30,10,30,20,50,10,50,10,100	//VANILMIRTH2#バニルミルト亜種#

6009,60,100,4,9,5,19,5,19,5,19,4,20,6,20,6,20,800,2400,220,480,10,30,10,30,20,40,30,50,20,40,10,20	//LIF_H#リーフ(進化)#
6010,80,130,1,4,8,20,4,20,4,20,1,10,3,19,3,19,1600,3600,120,360,20,50,10,30,20,50,20,50,10,30,10,30	//AMISTR_H#アミストル(進化)#
6011,45,75,3,6,4,20,8,20,1,10,3,19,4,20,3,19,1200,3200,200,400,10,30,20,50,10,30,10,30,20,50,10,20	//FILIR_H#フィーリル(進化)#
6012,30,150,0,7,1,30,1,30,1,30,1,30,1,30,1,30,1200,4800,480,640,10,30,10,30,10,30,20,50,10,50,10,100	//VANILMIRTH_H#バニルミルト(進化)#

6013,60,100,4,9,5,19,5,19,5,19,4,20,6,20,6,20,800,2400,220,480,10,30,10,30,20,40,30,50,20,40,10,20	//LIF_H2#リーフ亜種(進化)#
6014,80,130,1,4,8,20,4,20,4,20,1,10,3,19,3,19,1600,3600,120,360,20,50,10,30,20,50,20,50,10,30,10,30	//AMISTR_H2#アミストル亜種(進化)#
6015,45,75,3,6,4,20,8,20,1,10,3,19,4,20,3,19,1200,3200,200,400,10,30,20,50,10,30,10,30,20,50,10,20	//FILIR_H2#フィーリル亜種(進化)#
6016,30,150,0,7,1,30,1,30,1,30,1,30,1,30,1,30,1200,4800,480,640,10,30,10,30,10,30,20,50,10,50,10,100	//VANILMIRTH_H2#バニルミルト亜種(進化)#

6048,40,160,20,42,13,39,28,42,15,25,14,48,16,36,9,18,1000,2000,10,200,1,10,1,10,1,10,1,10,1,10,1,10	//MER_EIRA#エイラ#
6049,90,360,48,52,18,36,8,36,16,32,22,44,12,24,20,36,1000,2000,10,200,1,10,1,10,1,10,1,10,1,10,1,10	//MER_BAYERI#バイエリー#
6050,60,240,36,64,10,25,16,32,5,25,7,35,28,40,20,40,1000,2000,10,200,1,10,1,10,1,10,1,10,1,10,1,10	//MER_SERA#セラ#
6051,240,480,40,120,20,40,13,26,18,36,15,40,16,32,4,16,1000,2000,10,200,1,10,1,10,1,10,1,10,1,10,1,10	//MER_DIETER#ディーター#
6052,60,300,10,20,20,40,10,50,24,48,5,15,12,36,2,10,1000,2000,10,200,1,10,1,10,1,10,1,10,1,10,1,10	//MER_ELEANOR#エレノア#
